name,type,total_sales,median_year_built,median_area,median_sale_price,median_price_sf
13113140210,tract,125,2017,2352,605000,246.4065708
13113140303,tract,62,1981.5,2062.5,467000,253.4514394
13113140304,tract,68,1984,1722,410000,237.5678919
13113140305,tract,47,1999,2303,455000,207.5729927
13113140307,tract,38,1998.5,2856.5,757450,263.6471515
13113140308,tract,35,1989,2459,522263,233.8348922
13113140309,tract,43,1990,1859,445000,246.4430894
13113140403,tract,68,1984,2338.5,382500,167.5381999
13113140404,tract,78,1992.5,1880,350000,190.2629682
13113140405,tract,51,1998,2716,480000,185.806612
13113140406,tract,41,1985,1793,325000,175.8682102
13113140408,tract,32,1985,2141,365000,175.7196832
13113140409,tract,35,1989,2175,375000,191.7723477
13113140410,tract,39,1998,1561,304500,190.5080214
13113140501,tract,67,1993,2727,645000,231.9039914
13113140502,tract,45,1989.5,2451,590000,229.964469
13117130101,tract,58,2000.5,2592.5,574500,221.4608169
13117130102,tract,42,2000.5,2157.5,512500,229.4515734
13117130103,tract,94,1999.5,1327.5,324000,253.91245
13117130104,tract,68,1997.5,1872,430500,261.5168223
13117130105,tract,37,1995,1734,370000,256.6964286
13117130201,tract,83,2006,2696,530000,212.1051234
13117130202,tract,75,2004,2786,575000,219.7802198
13117130203,tract,101,1999,1889,525000,238.5470425
13117130204,tract,108,2008.5,2915,527450,204.0495511
13117130205,tract,87,2014,2430,489000,201.7045455
13117130301,tract,87,2014,2595,617000,227.6011561
13117130302,tract,151,2006,2760,705000,256.9258266
13117130303,tract,71,1999,1980,479900,231.441048
13117130304,tract,163,1998,2308,810000,286.5486726
13117130305,tract,103,2005,2392,605000,247.6689977
13117130306,tract,49,2002,2834,700000,246.655753
13117130307,tract,114,2010.5,2917,665500,233.3935121
13117130406,tract,65,2006,1914,475000,243.7731849
13117130409,tract,45,1998,1683,400000,235.6557377
13117130410,tract,87,2002,1974,438000,228.8072018
13117130411,tract,39,1999,2078,458000,233.5164835
13117130412,tract,41,1993,2542,580000,234.3566909
13117130413,tract,40,1998,1515,402500,255.725547
13117130414,tract,72,2004,2644,574500,223.6031073
13117130415,tract,51,2004,2486,548000,241.8232429
13117130503,tract,51,2001,2116,570000,234.4622255
13117130504,tract,62,1994.5,1335,326000,266.9630887
13117130505,tract,44,1992,1918.5,469000,255.4822602
13117130506,tract,47,2001,1905,485000,244.0944882
13117130507,tract,70,1995.5,1828,455000,257.989657
13117130508,tract,94,2000,2740.5,633000,238.7536304
13117130509,tract,63,1988,1852,479000,243.3862434
13117130511,tract,41,2002,3536,870000,269.6629213
13117130512,tract,49,2007,2596,570560,223.5179786
13117130601,tract,73,2006,2080,478000,246.939637
13117130602,tract,76,2003,2233.5,564950,254.0723777
13117130603,tract,87,2011,2437,710000,271.5205149
13117130604,tract,37,1999,2671,678000,252.2257916
13117130605,tract,54,2002,2592.5,678000,271.0934843
13117130606,tract,63,1997,2768,775000,279.5854423
13117130607,tract,68,2005,2986,725000,253.8077216
13117130608,tract,76,2004,3379,892500,275.077853
13117130609,tract,62,2005,2932.5,677500,251.1587585
13117130610,tract,67,1996,2724,750000,272.8764875
13117130611,tract,60,1999,2910.5,767500,255.8312684
13117130613,tract,63,2008,2812,660455,256.4809708
13117130614,tract,33,2007,3129,760000,256.232687
13117130615,tract,52,1999,3693,1170000,310.8005865
13121000100,tract,60,1945,2276,1177500,505.3191489
13121000201,tract,54,1955,1716,684500,432.9113924
13121000202,tract,42,1933.5,2239.5,1101250,520.5206265
13121000400,tract,56,1963,1216,507500,378.3031057
13121000501,tract,108,2005,1036.5,362500,335.2436792
13121000502,tract,31,1951,3062,1250000,501.8939394
13121000601,tract,19,2009,1223,560000,380.212592
13121000602,tract,45,2006,1166,304000,265.2414885
13121000700,tract,27,1945,1500,430000,301.4941302
13121001001,tract,44,2006,1075.5,369000,398.7630208
13121001101,tract,107,1999,1103,406000,399.2146597
13121001102,tract,62,2002,872,397000,450.7540418
13121001203,tract,27,2019,1282,565000,455.4309741
13121001204,tract,44,1996,1134,415000,399.5958102
13121001205,tract,64,1965,913,266500,294.7673233
13121001206,tract,98,2003,856,352500,420.7473217
13121001301,tract,31,1961,1152,430000,375
13121001302,tract,45,1984,1047,415000,404.432133
13121001400,tract,38,1961.5,1350,655097.5,462.8571429
13121001501,tract,32,1929,775,297000,379.5117698
13121001502,tract,31,1930,1376,799000,452.3809524
13121001600,tract,36,2001,1428,530000,381.8925374
13121001701,tract,27,2000,1681,782250,407.9147641
13121001702,tract,19,2005,1504,780000,416.3298302
13121001801,tract,16,1990,1124.5,309000,288.7561275
13121001802,tract,48,1987,921,245000,282.7444742
13121001902,tract,54,2007,763,278450,374.5102694
13121002100,tract,24,2002,1433,359500,293.3545734
13121002300,tract,33,1945,1176,193000,153.0612245
13121002400,tract,73,1940,1216,238250,184.9434291
13121002500,tract,24,2005.5,1156.5,170000,167.6032529
13121002600,tract,3,1920,999,450000,275.7352941
13121002801,tract,21,1963,1015,235000,252.9411765
13121002802,tract,1,1920,3347,340000,101.5835076
13121002900,tract,35,2004,1415,609900,402.5157233
13121003000,tract,60,2005.5,1349,612500,491.5279478
13121003100,tract,64,2002.5,1772,712125,406.6358025
13121003200,tract,68,2004,1128,460000,410.1681069
13121003500,tract,24,1922,1239,291250,244.090292
13121003600,tract,8,2001.5,938,257500,294.9599084
13121003800,tract,18,1920,1465,322500,195.0182797
13121003900,tract,44,1942,1463,286750,229.0147706
13121004000,tract,49,1940,1430,382700,218.5567568
13121004100,tract,46,1920,1632.5,335000,189.9297477
13121004200,tract,33,1992,1035,205000,197.3490427
13121004300,tract,19,1950,1398,340000,302.6134801
13121004400,tract,14,1920,1176,255693,209.4539542
13121004900,tract,45,1992,1802,589000,349.4318182
13121005000,tract,45,1920,1432,515000,357.8336557
13121005200,tract,95,1948,1469,560000,382.8929691
13121005300,tract,94,1983,1570.5,545000,343.6068913
13121005501,tract,59,2001,1450,433000,317.2413793
13121005504,tract,38,2001,1080,250000,250.5534464
13121005700,tract,48,1935,1261,297000,208.1911263
13121005800,tract,37,1920,1592,385000,239.4988946
13121006000,tract,76,1935,1492.5,331071.5,234.2439091
13121006100,tract,123,1947,1396,225000,173.3576642
13121006200,tract,62,1940,1275,222500,171.9798658
13121006300,tract,69,1935,1190,250000,192.3140496
13121006400,tract,15,1938,1284,375000,257.5549451
13121006500,tract,74,1940,1287.5,302500,210.8103041
13121006601,tract,52,1935,1202,260000,209.6603476
13121006602,tract,27,1940,1120,226536,179.8561151
13121006701,tract,18,1958,930.5,193450,202.1621622
13121006702,tract,74,1945,1213,250000,197.9847999
13121006802,tract,7,1968,984,155000,172.2222222
13121006900,tract,88,1960,1273,413750,302.4125639
13121007001,tract,105,1958,1145,187000,164.021164
13121007002,tract,96,1950,1120,192614.5,177.3299675
13121007100,tract,58,1959,1026.5,155000,154.5530493
13121007200,tract,36,1963.5,1206.5,177500,152.9802975
13121007301,tract,42,1960,1217,225000,167.4799434
13121007302,tract,54,1960,1295,212941.5,165.5976676
13121007400,tract,38,1954,1010.5,145041.5,151.5733011
13121007500,tract,48,1953,1308,190000,152.8025553
13121007602,tract,35,1952,1496,240000,139.9603699
13121007603,tract,23,1957,1379,178500,135.9126984
13121007604,tract,13,1955,1305,172000,135.485
13121007703,tract,63,1963,1406,200000,149.8127341
13121007705,tract,16,1964.5,1540,220000,160.4146194
13121007707,tract,31,2005,1960,260000,136.4764268
13121007708,tract,19,1970,1351,190000,144.8884758
13121007709,tract,38,2006,1742,302000,167.3782373
13121007710,tract,21,1965,1430,175000,116.9064748
13121007711,tract,43,1968,1320,230000,193.1818182
13121007805,tract,39,1964,1073,260000,190
13121007806,tract,63,1966,1197,194770,171.0781149
13121007807,tract,63,1960,1126,185000,165.6
13121007808,tract,25,1960,1068,158000,141.7337235
13121007809,tract,54,1974,1588,269625,175.1865046
13121007810,tract,32,1997.5,1469,220750,148.0994152
13121007900,tract,96,1988.5,1595,285000,182.618321
13121008000,tract,138,1950,1229.5,205000,158.7301587
13121008103,tract,30,1976,1257,142500,122.9883157
13121008104,tract,56,1956,1297.5,261325,185.4443703
13121008202,tract,50,1960,1025,180750,178.5675241
13121008203,tract,43,1962,1490,230000,155.2655266
13121008204,tract,96,1960,1188,185212.5,152.916074
13121008301,tract,88,1960,1136.5,185150,155.4635518
13121008302,tract,53,1950,1042,170000,178.5714286
13121008400,tract,62,1953,1262,247500,186.9246609
13121008500,tract,101,1948,1204,230000,197.8891821
13121008601,tract,123,1950,1154,215000,160.4166667
13121008602,tract,23,1955,1108,200000,161.1374408
13121008701,tract,48,1960,942,176800,189.9420024
13121008702,tract,56,2016,1994,539500,258.3243243
13121008801,tract,53,2007,1816,452500,251.396648
13121008802,tract,102,2004,1945,551421.5,294.8684391
13121008903,tract,46,2009.5,1337,391500,275.2639517
13121008905,tract,48,2005,1711.5,617500,343.6120423
13121008906,tract,58,1979,1604,461000,293.7601523
13121008907,tract,62,1970,1200,277500,239.749427
13121008908,tract,39,1950,2000,718385,369.288
13121008909,tract,36,1971,1073,294500,287.9733181
13121009001,tract,22,1950,1564,777250,504.4894195
13121009002,tract,40,1952,2264.5,1045000,441.14478
13121009103,tract,76,1969,1281,414950,354.0375562
13121009104,tract,45,1964,1252,345000,297.7198697
13121009105,tract,30,1946.5,2769,1201250,446.5964648
13121009106,tract,32,2004,1208,278500,332.7433173
13121009201,tract,24,1939,3276,517950,160.2564103
13121009202,tract,17,1950,1750,697000,396.2502876
13121009203,tract,30,1952.5,1600,610250,362.2076837
13121009301,tract,86,1967,1771.5,831277.5,405.8129185
13121009302,tract,71,1960,1908,975000,447.0938897
13121009405,tract,3,2011,2058,574900,271.3769585
13121009406,tract,32,2009,1239,375000,295.8334981
13121009407,tract,12,1988,1002.5,242500,260.1190476
13121009408,tract,19,1982,998,235000,235.4709419
13121009409,tract,33,1986,1566,360000,258.7244284
13121009410,tract,17,1985,1910,645000,292.1348315
13121009411,tract,84,1987,1533,342500,232.5581395
13121009501,tract,101,1987,2904,1250000,456.7203132
13121009503,tract,28,1988,1094,241500,254.1801128
13121009504,tract,55,2004,1233,405000,385.4825629
13121009601,tract,32,1999,1483.5,472500,349.2101449
13121009604,tract,75,1960,1939,719000,380.1076972
13121009605,tract,31,2004,1003,330000,375.4693367
13121009606,tract,36,1944,2565.5,1085250,415.7532284
13121009607,tract,72,1991.5,1230,351750,299.4187965
13121009700,tract,79,1983,3232,1150000,379.7886394
13121009802,tract,52,1981,4665,2175000,457.8063987
13121009803,tract,54,1975,2797.5,889750,369.506225
13121009804,tract,44,1981.5,3837.5,1542500,400.6356459
13121009900,tract,130,1979,2174,976750,429.6960881
13121010003,tract,125,1997,1488,451000,344.1011236
13121010004,tract,47,1972,2374,1050000,341.7582418
13121010005,tract,61,1966,3142,1254000,412.2938531
13121010006,tract,38,2001,1680,570000,324.8374493
13121010007,tract,40,2000,2571.5,1047500,377.9564761
13121010106,tract,59,1982,3114,790000,265.8998647
13121010107,tract,30,1982.5,4144,1016250,282.3040675
13121010108,tract,40,1985.5,3587,888750,248.7038186
13121010115,tract,22,1992.5,3442.5,912500,334.7315292
13121010117,tract,19,1984,1526,294175,224.2424242
13121010120,tract,27,1984,1776,315000,215.4696133
13121010121,tract,70,1987.5,1070,322000,263.1382746
13121010124,tract,7,2001,1400,342500,236.25
13121010125,tract,27,1970,1408,255000,184.7662142
13121010126,tract,40,1964,1469,247450,183.3105545
13121010127,tract,81,2012,2140,590000,290.0593472
13121010128,tract,1,2002,883,210000,237.8255946
13121010129,tract,21,2000,1741,590000,270.3030303
13121010130,tract,23,1984,1750,400000,245.2830189
13121010131,tract,20,1977.5,2993,765000,230.0811398
13121010132,tract,67,1990,1540,365000,271.6688228
13121010133,tract,61,1983,1976,459900,230.6733167
13121010134,tract,16,1985,794,169000,200.6612091
13121010135,tract,18,1984,2809.5,635000,230.4332139
13121010136,tract,46,1985.5,1869.5,777500,398.7480225
13121010137,tract,53,1973,2132,687000,289.1131939
13121010204,tract,75,1972,3044,965000,339.6226415
13121010211,tract,37,1981,3212,1475000,462.877245
13121010212,tract,48,1980,2121,590000,254.2047837
13121010213,tract,21,1991,1083,235000,203.1394275
13121010214,tract,1,1983,4131,803000,194.3839264
13121010215,tract,30,1978,3036,681161,221.2798352
13121010216,tract,48,1966.5,1825.5,462050,240.9129191
13121010217,tract,37,1978,1750,370000,218.1551977
13121010218,tract,31,1984,1131,260000,235
13121010219,tract,3,2004,1702,468000,274.9706228
13121010220,tract,63,1986,2246,715000,340.7921811
13121010221,tract,51,1968,1407,520000,263.3272059
13121010222,tract,42,1977.5,4362.5,1390000,403.7750847
13121010223,tract,70,1999,2686,760000,317.0478295
13121010305,tract,92,1976,1709,281825,153.8284785
13121010306,tract,63,2009,3238,469000,137.778931
13121010307,tract,84,2005,2244,332000,152.5115273
13121010308,tract,70,2006,3078,405000,133.6653559
13121010309,tract,57,2005,2205,364500,149.1646778
13121010310,tract,94,2015,3088.5,412490,139.1472438
13121010311,tract,64,2008,2652,346000,140.6677344
13121010312,tract,37,2001,2074,313000,155.7167235
13121010313,tract,29,2004,2486,399000,142.1319797
13121010314,tract,30,2003,2004.5,297500,129.7499917
13121010315,tract,46,2006,2512.5,328587,129.4193773
13121010401,tract,73,1990,1561,237000,160.1244615
13121010402,tract,85,1996,1672,462070,274.2248062
13121010508,tract,83,1972,1482,229720,150.3144654
13121010517,tract,116,2006,1675,232500,137.8664916
13121010518,tract,63,1990,1488,245000,161.4379085
13121010519,tract,39,2006,2782,370200,133.3279431
13121010520,tract,72,2005,2656,350000,136.3102442
13121010521,tract,32,1967,1353,206000,145.4033771
13121010522,tract,77,1999,1360,200000,146.1538462
13121010523,tract,49,1972,1300,127000,101.5384615
13121010524,tract,78,1935.5,1026,299900,231.9293704
13121010525,tract,21,2007,1784,264433,151.6129032
13121010526,tract,115,2004,1948,283000,155.3760099
13121010527,tract,114,2004,1554,250000,152.4777637
13121010528,tract,48,2003,1663,237050,141.0901674
13121010529,tract,86,2004,1738,265000,148.4450982
13121010530,tract,46,2003,1833,275350,136.8643549
13121010531,tract,70,1992,1459,245950,164.3361716
13121010532,tract,52,1974.5,1305,227500,172.1755599
13121010533,tract,22,2004,1814.5,220000,123.1917135
13121010534,tract,43,2005,1646,279000,166.0612351
13121010535,tract,43,1984,2291,250000,131.0759148
13121010536,tract,82,2014,2532.5,345000,137.2585358
13121010537,tract,59,2004,1577,272000,153.9440204
13121010538,tract,37,2008,2570,319368,128.2051282
13121010539,tract,59,2009,2656,325000,130.8862434
13121010540,tract,38,2004,1699.5,297550,166.2921496
13121010601,tract,55,1947,1556,325000,214.8275862
13121010603,tract,23,2022,2000,383654,191.3565
13121010604,tract,22,1960,1739,225000,136.5847515
13121010801,tract,70,1940,1404,459990,240.5908277
13121010802,tract,55,1950,1258,240000,175.6066411
13121011000,tract,58,1953,1198,210000,161.8446506
13121011100,tract,70,1948,1375.5,245511,191.1185718
13121011202,tract,115,1940,1350,221500,171.7433571
13121011203,tract,71,1940,1125,230000,202.2058824
13121011204,tract,28,1979,1330.5,250000,165.4040404
13121011301,tract,89,1958,1336,204000,149.1557223
13121011306,tract,19,1977,1868,315000,136.71875
13121011307,tract,36,2006,1499,200000,138.1578947
13121011308,tract,5,1960,1844,210000,128.3618582
13121011309,tract,39,1964,2171,314900,160.5005441
13121011310,tract,38,1955,1311.5,172500,134.9298524
13121011416,tract,84,1993,2265,597500,277.4566474
13121011417,tract,109,1986,2318,650000,270.9483191
13121011419,tract,105,2001,2112,550000,288.0921895
13121011421,tract,36,2000,1629,417550,258.1967213
13121011422,tract,50,1980,1810,557500,279.2997991
13121011423,tract,73,1985,2590,694000,279.5321637
13121011424,tract,84,1985,2057.5,517750,252.1212513
13121011426,tract,22,1985,1492,441460.5,297.4629537
13121011428,tract,46,1985,2849,762500,292.2769985
13121011429,tract,83,1987,1860,525000,281.1418685
13121011430,tract,17,1983,1240,255000,216.9354839
13121011431,tract,5,1979,1256,357000,239.6449704
13121011432,tract,22,1997.5,1449,430750,279.9542555
13121011433,tract,23,1990,3160,725000,248.1296758
13121011434,tract,26,1983,1888,488894,268.0066752
13121011435,tract,62,1977,2021,480000,258.343426
13121011436,tract,53,1981,2586,625000,257.9809368
13121011437,tract,37,1983,2160,570000,266.339252
13121011438,tract,52,1997.5,2040,651000,302.3846233
13121011439,tract,55,1986,2830,765000,264.9769585
13121011440,tract,52,1992,3202.5,773500,232.6000906
13121011441,tract,47,1983,2007,500000,242.2907489
13121011442,tract,23,1994,3028,825000,247.9892761
13121011443,tract,23,1997,4065,1280000,322.7348793
13121011444,tract,52,1991,4263.5,1240000,295.8359467
13121011445,tract,33,1973,2350,730000,353.713997
13121011446,tract,30,1985,2509,690000,294.526722
13121011505,tract,65,1998,2816,825000,282.5931232
13121011507,tract,61,2002,4267,1325000,319.2644483
13121011508,tract,59,1999,4253,1250000,324.5856354
13121011509,tract,47,1995,3960,1100000,294.3031322
13121011510,tract,98,2001,3121,852500,286.7880821
13121011511,tract,36,2002.5,3325.5,1100000,315.2204654
13121011512,tract,30,1989.5,2328,682500,315.2174976
13121011513,tract,45,1985,2914,815000,278.3146502
13121011514,tract,62,1999,3717,1232500,316.8025647
13121011515,tract,37,2002,3874,1500000,331.0748383
13121011612,tract,53,1992,3696,888000,256.5564424
13121011618,tract,42,1999,3445,890000,282.0242488
13121011624,tract,36,1994,3179,862500,279.688955
13121011627,tract,54,1993,3892,1143750,273.2733718
13121011628,tract,11,1988,2743,850000,273.1362468
13121011629,tract,78,1988,3636,847987.5,242.5378848
13121011630,tract,34,1991,2535,670000,251.1490092
13121011631,tract,37,1996,2258,585000,255.4945055
13121011632,tract,34,2000,2236,588500,264.2412919
13121011633,tract,52,1991,2555,598000,243.6999532
13121011634,tract,31,1988,1860,537565,270.7156309
13121011635,tract,27,2005,2783,705000,262.2767857
13121011636,tract,3,1980,938,238000,253.7313433
13121011637,tract,16,1999,3254,1070000,315.9498249
13121011638,tract,59,1990,2004,539000,286.5415335
13121011639,tract,27,2017,2142,840000,358.1610044
13121011640,tract,138,2000.5,1717,1051314,448.233935
13121011641,tract,65,1988,2535,985000,356.8357696
13121011642,tract,91,1988,1741,535000,283.8328792
13121011643,tract,3,2010,2634,489200,185.7251329
13121011644,tract,56,2000.5,1544,427500,284.7585526
13121011645,tract,57,1999,1950,460000,252.50501
13121011646,tract,58,2005,1490,582000,313.6288998
13121011647,tract,84,2005,1969.5,550000,278.3951901
13121011648,tract,26,1995.5,3133,740000,244.7625823
13121011649,tract,72,1999,3185,872500,271.1444993
13121011650,tract,39,1994,2265,604000,256.5343659
13121011651,tract,13,1996,3346,930000,276.821572
13121011652,tract,19,1999,2778,780000,302.0378457
13121011653,tract,37,1997,3965,1075000,282.4750192
13121011654,tract,39,1990,2275,745000,329.7572986
13121011655,tract,54,1993,2439,832500,378.3732492
13121011656,tract,49,1989,3170,851000,276.8065268
13121011657,tract,29,1994,2646,643500,240.2135231
13121011658,tract,39,1994,2255,553000,242.1805183
13121011659,tract,31,1992,2974,715000,259.9179207
13121011660,tract,81,2003,2048,520000,284.6534653
13121011661,tract,33,1997,3259,1020000,310.3514133
13121011801,tract,6,2020,1146.5,542000,391.0964024
13121011802,tract,23,1920,1102,260500,183.3333333
13121011901,tract,23,1920,998,205000,233.9464883
13121011902,tract,7,2001,1720,637000,376.3953488
13121012000,tract,39,2000,1560,247000,170.4545455
13121012300,tract,52,1945,1525,376500,234.2969905
13135050105,tract,49,1985,1803,384000,225.7402521
13135050110,tract,79,2002,2128,415000,210.2402746
13135050111,tract,27,1989,1988,425000,203.5152636
13135050112,tract,83,2003,1902,407303,215.4480042
13135050113,tract,67,2015,2473,460000,196.8986657
13135050114,tract,50,1988,1904.5,415000,205.0473186
13135050115,tract,39,1998,2782,573450,214.6690519
13135050116,tract,75,2000,3255,770000,222.2222222
13135050117,tract,71,1998,2413,500000,200.2609263
13135050118,tract,39,1992,1874,382200,198.8480527
13135050119,tract,60,1997,2400.5,487500,222.1033144
13135050120,tract,38,2002.5,2576,555000,196.4428983
13135050121,tract,87,2002,2209,430000,193.2114883
13135050205,tract,49,1984,1542,310000,213.6752137
13135050215,tract,19,2003,2132,500000,234.521576
13135050218,tract,64,1986.5,1953,421000,211.490358
13135050219,tract,57,1993,2081,410000,215.3677278
13135050221,tract,25,1990,1784,370000,212.7659574
13135050222,tract,56,1994.5,1975.5,401000,205.7945958
13135050223,tract,94,2008,2106,500000,237.2431952
13135050224,tract,36,2005,2337,565500,243.2924449
13135050225,tract,41,2004,2173,351500,180.9720786
13135050226,tract,41,1999,1836,393000,188.3928571
13135050227,tract,18,1991.5,4157,997500,224.4822374
13135050228,tract,20,1990,1342,265000,193.9926449
13135050230,tract,25,1995,1696,340000,196.8937876
13135050231,tract,29,2000,2998,600000,212.2241087
13135050232,tract,29,1998,2670,565000,208.1182348
13135050233,tract,55,2005,2344,491000,209.0443686
13135050234,tract,64,1994,2396,491000,212.3348429
13135050235,tract,74,1998,2408.5,519500,201.8567701
13135050236,tract,15,2006,2633,650000,238.8730094
13135050237,tract,61,1998,2445,525000,219.6319018
13135050238,tract,34,2002,6087.5,1455000,226.8610001
13135050239,tract,56,2003,3152,657500,212.5663379
13135050240,tract,37,2001,3089,625000,194.2376174
13135050241,tract,60,1996,2390.5,549850,224.7941452
13135050242,tract,76,2001,2641,590000,236.0094238
13135050243,tract,71,2001,3720,770000,227.9957582
13135050244,tract,37,1997,3489,701000,195.2257587
13135050306,tract,28,1984.5,1274,278625,219.0999139
13135050308,tract,51,1995,3033,719780,250.471317
13135050311,tract,79,2001,2230,497500,227.2727273
13135050315,tract,34,1982,1943.5,335000,199.5024753
13135050317,tract,26,1985,1223,244500,201.1447261
13135050318,tract,5,2002,1690,350000,207.1005917
13135050321,tract,55,1982,3488,715000,216.3726571
13135050322,tract,43,1984,3182,750000,238.1652455
13135050323,tract,56,1994,2849,592250,217.2900955
13135050324,tract,33,1996,2348,539900,215.5172414
13135050325,tract,39,1986,2268,405000,209.7315436
13135050326,tract,43,1979,1572,339900,205.2451539
13135050327,tract,36,2004,1645,300500,195.4216131
13135050328,tract,30,1998,1574,313450,202.2871665
13135050329,tract,1,1971,2942,415000,141.0605031
13135050330,tract,30,1968,1528,309000,211.4619895
13135050331,tract,21,1966,1629,360000,226.9662921
13135050332,tract,11,1978,1818,348000,238.3333333
13135050333,tract,11,1983,1698,350000,214.4522145
13135050334,tract,62,1984.5,1867,379950,220.2190171
13135050335,tract,20,1985,2497.5,432000,204.2008833
13135050336,tract,71,1985,2184,400000,193.877551
13135050415,tract,66,1980,2474.5,349450,152.5235216
13135050416,tract,48,1980.5,1723.5,284000,162.8155351
13135050425,tract,60,1982,2596,447500,185.2976279
13135050427,tract,80,1978,2290,422500,176.9351952
13135050430,tract,73,1974,2200,380000,178.7234043
13135050433,tract,13,1985,1925,375000,206.6590126
13135050435,tract,35,1983,1774,366000,203.7444934
13135050437,tract,24,1983,1731.5,345000,213.1206885
13135050438,tract,31,1980,1456,265000,211.7263844
13135050439,tract,3,1985,1524,329600,216.2729659
13135050440,tract,57,1988,1650,300000,191.3875598
13135050441,tract,17,1997,1853,390000,196.091954
13135050442,tract,29,1973,1910,350000,183.4365325
13135050443,tract,53,1986,2354,398000,172.0475786
13135050444,tract,30,1977,2028,370000,193.591472
13135050445,tract,16,2014,1938,360000,190.0720165
13135050446,tract,23,1989,1512,235000,178.6743516
13135050447,tract,18,1981,1584,324950,205.8412698
13135050448,tract,37,1980,1300,280000,188.4191176
13135050449,tract,44,1983,1568,324700,200.6375201
13135050450,tract,24,1977,1730,322000,184.2511779
13135050451,tract,10,1984,1464,305000,203.6779242
13135050452,tract,26,1984,1362,276850,188.6562748
13135050453,tract,24,1981,1759.5,317100,181.8287037
13135050454,tract,19,1983,1619,350000,204.2440318
13135050455,tract,24,1983,1174,225000,193.3760684
13135050456,tract,29,1983,1092,204800,191.8367347
13135050457,tract,62,1983,2719.5,447450,178.5613184
13135050458,tract,49,1975,1884,387118,202.3729947
13135050459,tract,65,1995,1660,350000,200.6420546
13135050460,tract,17,1983,1568,315000,245.5919395
13135050461,tract,36,1973,1978,385500,169.2428348
13135050462,tract,42,1981,2564,440000,174.8734468
13135050463,tract,3,1977,2896,610000,219.2982456
13135050464,tract,43,2005,2578,460000,176.119403
13135050465,tract,62,1973,1873.5,370000,182.2240447
13135050466,tract,45,1974,2002,385000,190.1408451
13135050520,tract,54,1972,1660,337000,185.498618
13135050521,tract,72,1986,2238,390450,181.4490622
13135050522,tract,73,1979,1860,335000,171.6738197
13135050526,tract,33,1985,1584,305000,189.3308081
13135050528,tract,86,1993,2666,460500,170.3951081
13135050529,tract,64,1994,2031,404500,201.6560691
13135050530,tract,69,1994,2358,435000,185.5022831
13135050536,tract,71,1986,1655,330000,192.8066038
13135050537,tract,8,1985,1765,337450,190.6367421
13135050539,tract,73,1990,1820,333000,187.1165644
13135050541,tract,2,1984,1156,228500,199.4936172
13135050542,tract,28,2005,1696,322500,192.2754199
13135050549,tract,70,1990.5,2185.5,402550,183.2730732
13135050550,tract,67,1978,1661,332000,202.2276672
13135050551,tract,35,1996,2446,405000,172.8553137
13135050552,tract,42,1992,2330.5,388750,172.217432
13135050553,tract,43,1993,3026,511600,177.0095793
13135050554,tract,40,1993,2111,361250,194.7054911
13135050555,tract,49,1995,2163,410000,177.4750576
13135050556,tract,46,1994,1792,340000,180.4980821
13135050557,tract,44,1983.5,1891,320000,179.652453
13135050558,tract,26,1990.5,1679.5,304000,193.5804103
13135050559,tract,50,1988,1901,359950,182.1406306
13135050560,tract,28,2002,2935.5,534500,193.716851
13135050561,tract,28,1996,1835.5,368500,198.4199638
13135050562,tract,38,1990,1640,347450,208.0439725
13135050563,tract,33,1991,2118,374999,169.9957501
13135050564,tract,8,1995,1680,332500,208.3333333
13135050565,tract,67,1992,2289,400000,188.4422111
13135050566,tract,58,1995,2278,410000,186.2552289
13135050567,tract,58,2000,1738,347500,195.7987552
13135050568,tract,61,1995,2277,360000,162.5514403
13135050569,tract,70,2002,1763,329650,188.0811637
13135050570,tract,51,1998,2147,375000,177.0736253
13135050571,tract,82,2007,2017,370750,181.5199622
13135050572,tract,58,1987,2178,392450,180.7808717
13135050573,tract,31,1992,2282,400000,171.9645649
13135050574,tract,22,1994,2287.5,412944,187.5973215
13135050575,tract,34,1990,1969,375000,192.5051335
13135050576,tract,19,1986,1410,300000,220.3947368
13135050577,tract,44,1998,1839,326500,180.1605489
13135050578,tract,58,1994,2450,434000,181.1066386
13135050579,tract,53,1990,2368,434000,185.0877193
13135050580,tract,60,2004,2276.5,404500,175.9069569
13135050581,tract,47,1982,1716,322000,189.1447368
13135050582,tract,36,1996.5,2367.5,412500,177.8245468
13135050583,tract,40,2002.5,1957,371000,186.5785087
13135050584,tract,61,2001,2588,446595,185.6148492
13135050585,tract,34,2000,2026,339000,169.8973696
13135050586,tract,57,2001,2465,400000,165.4064272
13135050587,tract,55,2003,2282,379900,172.9704797
13135050588,tract,67,2005,2610,440000,163.9344262
13135050589,tract,43,2003,2161,400000,174.6031746
13135050590,tract,35,1996,2088,375000,166.6666667
13135050591,tract,41,1997,2825,460000,162.4293785
13135050611,tract,58,2002.5,2052,391100,186.099418
13135050612,tract,65,2009,2484,440320,192.3076923
13135050613,tract,43,2002,2443,430000,182.5842697
13135050614,tract,50,2001,2235,396025,180.4672882
13135050615,tract,52,2004,2537.5,447500,187.9018681
13135050616,tract,57,2000,2614,520000,193.5171746
13135050617,tract,175,2007,3264,607500,194.3198804
13135050618,tract,70,2003,3274.5,633175,182.8875552
13135050619,tract,88,2007.5,2989,522500,183.0348671
13135050620,tract,41,1999,2952,535000,194.8590381
